Tenant,Degree,Malls,Categories,Community,Corporate,Betweenness,Eigenvector
MAMIL,7,Central Bangna; Central Eastville; Central Rama 2; Central Rama 3; Central Rama 9; Central Westgate; Central Westville,Fashion & Apparel,0,,0.000259,0.014518
MAMORU CARE,2,Central Phuket Floresta; Central Rama 9,Central Department Store,,,0.0,0.0
MAMSA,3,Central Hatyai; Central Phuket Festival; centralwOrld,Fashion & Apparel,0,,1.9e-05,0.00204
MAMYPOKO,17,Central Chiangmai; Central Chiangmai Airport; Central Chiangrai; Central Chonburi; Central Ladprao; Central Nakhonsawan; Central Pattaya; Central Phuket Floresta; Central Pinklao; Central Rama 2; Central Rama 3; Central Rama 9; Central Ramindra; Central Udon; Central Westgate; Central Westville; centralwOrld,Robinson Department Store,1,,0.000308,0.045152
MAN MOBILE,2,Central Korat; Central Rama 2,Technology & Electronics,,,0.0,0.0
MANAMI,1,Central Phuket Floresta,Central Department Store,,,0.0,0.0
MANCHESTER,14,Central Chiangmai Airport; Central Chiangrai; Central Chonburi; Central Hatyai; Central Korat; Central Lampang; Central Nakhonsawan; Central Phuket Floresta; Central Rama 2; Central Rama 9; Central Si Racha; Central Udon; Central Village Outlet; Central Westville,Fashion & Apparel,2,,0.000622,0.026045
MANDARIN,1,Central Mahachai,Fashion & Apparel,,,0.0,0.0
MANEE,2,Central Phuket Floresta; Central Rama 9,Central Department Store,,,0.0,0.0
MANEEYA,1,Central Phuket Festival,Fashion & Apparel,,,0.0,0.0
MANFAIR,3,Central Phuket Floresta; Central Rama 9; Central Samui,Central Department Store,1,,6.1e-05,0.002337
MANG MI GLASSES,1,Central Westgate,Other,,,0.0,0.0
MANGA ZONE,1,Central Phuket Festival,Lifestyle & Specialty,,,0.0,0.0
MANGO,9,Central Bangna; Central Chiangmai; Central Chonburi; Central Ladprao; Central Marina Outlet; Central Phuket Floresta; Central Pinklao; Central Village Outlet; centralwOrld,Fashion & Apparel,1,,0.000421,0.017727
MANGO SIX CLOTHING,3,Central Chaengwattana; Central Rama 2; Central Westgate,Fashion & Apparel,0,,5.8e-05,0.002302
MANGO STICKY RICE,1,Central Hatyai,Food & Beverage,,,0.0,0.0
MANTENDO,2,Central Phitsanulok; Central Village Outlet,Fashion & Apparel,,,0.0,0.0
MANWOOD,9,Central Chiangmai; Central Chiangmai Airport; Central Chiangrai; Central Chonburi; Central Nakhonsawan; Central Rama 9; Central Udon; Central Westville; centralwOrld,Robinson Department Store,2,,0.000442,0.021587
MANYYEARS,1,Central Park,Fashion & Apparel,,,0.0,0.0
MANYYEARS JEWELRY,1,centralwOrld,Fashion & Apparel,,,0.0,0.0
MAP ACTIVE,2,Central Phuket Floresta; Central Rama 9,Central Department Store,,,0.0,0.0
MAPRANG MOBILE,1,Central Chiangmai,Technology & Electronics,,,0.0,0.0
MARC JACOBS,2,Central Park; centralwOrld,Fashion & Apparel,,,0.0,0.0
MARCH BAG,1,centralwOrld,Fashion & Apparel,,,0.0,0.0
MARCO POLO,15,Central Chiangmai; Central Chiangmai Airport; Central Chiangrai; Central Chonburi; Central Korat; Central Nakhonsawan; Central Pattaya; Central Phuket Festival; Central Pinklao; Central Rama 9; Central Ramindra; Central Samui; Central Si Racha; Central Udon; centralwOrld,Fashion & Apparel,2,,0.000595,0.033112
MARCO SPADE,6,Central Chiangmai; Central Korat; Central Pattaya; Central Rama 9; Central Ramindra; centralwOrld,Central Department Store,1,,0.000211,0.014075
MARDI MERCREDI,2,Central Ladprao; centralwOrld,Central Department Store,,,0.0,0.0
MARDI MERCREDI LES PETITS,2,Central Ladprao; centralwOrld,Central Department Store,,,0.0,0.0
MARDYKIDS,1,Central Rama 2,Entertainment,,,0.0,0.0
MARIA PIA,1,Central Chiangmai Airport,Robinson Department Store,,,0.0,0.0
MARIA VICTORIA,3,Central Phuket Floresta; Central Pinklao; centralwOrld,Central Department Store,1,,0.000156,0.004856
MARIM,1,Central Chiangmai,Beauty & Wellness,,,0.0,0.0
MARIMEKKO,9,Central Bangna; Central Chiangmai; Central Eastville; Central Ladprao; Central Park; Central Pattaya; Central Pinklao; Central Village Outlet; centralwOrld,Fashion & Apparel,1,,0.000907,0.017175
MARINA & MOM DESIGN,7,Central Chiangmai Airport; Central Hatyai; Central Krabi; Central Marina Outlet; Central Pattaya; Central Phuket Floresta; centralwOrld,Fashion & Apparel,3,,0.00021,0.010045
MARITHE FRANCOIS GIRBAUD,4,Central Chiangmai; Central Ladprao; Central Park; centralwOrld,Fashion & Apparel,1,,0.000547,0.007469
MARIYA,2,Central Chanthaburi; Central Si Racha,Fashion & Apparel,,,0.0,0.0
MARK & METAL,1,centralwOrld,Fashion & Apparel,,,0.0,0.0
MARKS & SPENCER,11,Central Chiangmai; Central Korat; Central Ladprao; Central Pattaya; Central Phuket Floresta; Central Rama 2; Central Rama 3; Central Rama 9; Central Samui; Central Westgate; centralwOrld,Central Department Store,1,,0.000807,0.02986
MARMORIS,3,Central Chiangmai Airport; Central Pattaya; centralwOrld,Fashion & Apparel,3,,6.6e-05,0.003879
MARNI Massage & Spa,1,Central Chiangmai,Beauty & Wellness,,,0.0,0.0
MARRAKESH EXCLUSIVE SPA,1,Central Rama 3,Beauty & Wellness,,,0.0,0.0
MARRY GEMS,3,Central Krabi; Central Nakhon Si; Central Suratthani,Fashion & Apparel,0,,1.3e-05,0.001248
MARSHALL,10,Central Chiangmai; Central Chiangrai; Central Ladprao; Central Nakhonsawan; Central Pattaya; Central Pinklao; Central Rama 2; Central Rama 3; Central Udon; Central Westville,Central Department Store,1,,0.00028,0.026659
MARSHMELLOW,4,Central Chiangmai; Central Ladprao; Central Rama 9; centralwOrld,Central Department Store,1,,0.000135,0.010759
MARTIAL ARTS NAKHON KHONKAEN,1,Central Khonkaen,Entertainment,,,0.0,0.0
MARUCHA,1,Central Hatyai,Food & Beverage,,,0.0,0.0
MARUMATCHA,1,Central Northville,Food & Beverage,,,0.0,0.0
MARVEL BB TOYS,8,Central Chiangmai; Central Ladprao; Central Pattaya; Central Pinklao; Central Rama 3; Central Samui; Central Westgate; centralwOrld,Central Department Store,1,,0.000254,0.022283
MARVEL HASBRO,2,Central Phuket Floresta; Central Rama 9,Central Department Store,,,0.0,0.0
MARVEL HASBRO KIDDO,12,Central Chiangmai; Central Chonburi; Central Ladprao; Central Pattaya; Central Pinklao; Central Rama 2; Central Rama 3; Central Samui; Central Udon; Central Westgate; Central Westville; centralwOrld,Robinson Department Store,1,,0.000395,0.033311
MARVEL VISION,12,Central Chiangmai; Central Chiangmai Airport; Central Chiangrai; Central Nakhonsawan; Central Pattaya; Central Pinklao; Central Rama 2; Central Ramindra; Central Samui; Central Udon; Central Westville; centralwOrld,Robinson Department Store,2,,0.000847,0.02875
MARVIS,2,Central Chiangmai; centralwOrld,Central Department Store,,,0.0,0.0
MARWELL,4,Central Chiangmai Airport; Central Chiangrai; Central Rama 2; Central Rama 9,Robinson Department Store,2,,0.000124,0.007237
MARY LOU,1,centralwOrld,Fashion & Apparel,,,0.0,0.0
MARY&TOFFY,1,Esplanade Ratchada,Fashion & Apparel,,,0.0,0.0
MASARU,12,Central Chiangmai; Central Chiangmai Airport; Central Chiangrai; Central Chonburi; Central Korat; Central Pinklao; Central Rama 2; Central Rama 3; Central Rama 9; Central Westgate; Central Westville; centralwOrld,Robinson Department Store,2,,0.000534,0.031859
MASERATI,4,Central Chiangmai; Central Ladprao; Central Rama 2; Central Westgate,Central Department Store,1,,5.5e-05,0.010723
MASON APPETITE,1,Central Phuket Floresta,Central Department Store,,,0.0,0.0
MASSIMO DUTTI,1,centralwOrld,Fashion & Apparel,,,0.0,0.0
MASTRAD,3,Central Phuket Floresta; Central Rama 9; Central Udon,Central Department Store,1,,0.000149,0.004412
MATA,1,Central Phitsanulok,Technology & Electronics,,,0.0,0.0
MATA PHONE,1,Central Chiangmai,Technology & Electronics,,,0.0,0.0
MATCH BOX,1,Central Westgate,Fashion & Apparel,,,0.0,0.0
MATCHA & MORE,2,Central Pattaya; centralwOrld,Food & Beverage,,,0.0,0.0
MATCHA EKI,2,Central Park; Central Pinklao,Food & Beverage,,,0.0,0.0
MATCHA NIMMAN,1,Central Westgate,Food & Beverage,,,0.0,0.0
MATCHAKA,1,Central Northville,Food & Beverage,,,0.0,0.0
MATH HOUSE LEARNING CENTER,1,Central Rama 2,Entertainment,,,0.0,0.0
MATH TALENT,1,Central Salaya,Entertainment,,,0.0,0.0
MATH TALENT BY DR. YING,6,Central Chaengwattana; Central Eastville; Central Korat; Central Nakhonpathom; Central Rama 3; Central Westgate,Entertainment,0,,0.000179,0.00773
MATH TALENT KIDS TUTORIAL SCHOOL,1,Central Rama 2,Entertainment,,,0.0,0.0
MATINO,10,Central Chiangmai; Central Chiangmai Airport; Central Chiangrai; Central Chonburi; Central Pinklao; Central Rama 2; Central Rama 9; Central Ramindra; Central Udon; Central Westville,Robinson Department Store,2,,0.000308,0.0244
MATSHUN,1,centralwOrld,Food & Beverage,,,0.0,0.0
MATSUKIYO,17,Central Chaengwattana; Central Chiangmai; Central Chiangmai Airport; Central Chonburi; Central Eastville; Central Hatyai; Central Ladprao; Central Northville; Central Park; Central Pattaya; Central Pinklao; Central Rama 2; Central Rama 3; Central Rama 9; Central Udon; Central Westville; centralwOrld,Beauty & Wellness,3,CRC,0.004254,0.038428
MATTAYA VISION CENTER,1,Central Pinklao,Services & Education,,,0.0,0.0
MATTEL,12,Central Chiangmai; Central Ladprao; Central Pattaya; Central Phuket Floresta; Central Pinklao; Central Rama 2; Central Rama 3; Central Rama 9; Central Samui; Central Westgate; Central Westville; centralwOrld,Central Department Store,1,,0.000518,0.033711
MATTER MAKERS,3,Central Hatyai; Central Pinklao; centralwOrld,Fashion & Apparel,0,,1.9e-05,0.002191
MAURICE LACROIX,4,Central Ladprao; Central Phuket Floresta; Central Pinklao; centralwOrld,Central Department Store,1,,0.000198,0.009737
MAURIZIO,2,Central Ladprao; centralwOrld,Central Department Store,,,0.0,0.0
MAWEE,1,Central Phitsanulok,Fashion & Apparel,,,0.0,0.0
MAWIN PHONE,1,Central Northville,Technology & Electronics,,,0.0,0.0
MAX & CO.,1,Central Village Outlet,Fashion & Apparel,,,0.0,0.0
MAXELL,1,Central Rama 9,Robinson Department Store,,,0.0,0.0
MAXICOSI,2,Central Phuket Floresta; centralwOrld,Central Department Store,,,0.0,0.0
MAXIMUM PLUS MOBILE,1,Central Northville,Technology & Electronics,,,0.0,0.0
MAYTAWEE,2,Central Lampang; Central Pattaya,Fashion & Apparel,,,0.0,0.0
MAYU SHOP,1,Central Si Racha,Fashion & Apparel,,,0.0,0.0
MAZUMA,2,Central Ladprao; Central Rama 2,Central Department Store,,,0.0,0.0
MBK GIFT,1,Central Pattaya,Lifestyle & Specialty,,,0.0,0.0
MC,2,Central Chiangmai Airport; Central Ubon,Fashion & Apparel,,,0.0,0.0
MC CLASS MUSIC,1,Central Si Racha,Entertainment,,,0.0,0.0
MC DONALD'S,11,Central Chiangrai; Central Chonburi; Central Hatyai; Central Khonkaen; Central Ladprao; Central Pattaya; Central Phitsanulok; Central Pinklao; Central Ubon; Central Udon; Esplanade Ratchada,Food & Beverage,0,,0.000368,0.01956
MC JEANS,29,Central Ayutthaya; Central Chiangmai; Central Chiangmai Airport; Central Chiangrai; Central Chonburi; Central Hatyai; Central Khonkaen; Central Korat; Central Ladprao; Central Lampang; Central Mahachai; Central Nakhon Si; Central Nakhonpathom; Central Nakhonsawan; Central Pattaya; Central Phitsanulok; Central Pinklao; Central Rama 2; Central Rama 3; Central Rama 9; Central Ramindra; Central Rayong; Central Salaya; Central Samui; Central Si Racha; Central Suratthani; Central Udon; Central Westgate; Central Westville,Fashion & Apparel,0,,0.000942,0.054183
MCCLASS MUSIC,1,Central Ayutthaya,Entertainment,,,0.0,0.0
MCDAVID,1,centralwOrld,Entertainment,,,0.0,0.0
MCDONALD'S,6,Central Bangna; Central Lampang; Central Marina Outlet; Central Phuket Festival; Central Rama 3; Central Rama 9,Food & Beverage,0,,2.5e-05,0.003868
MCM,6,Central Ladprao; Central Phuket Floresta; Central Pinklao; Central Rama 9; Central Samui; centralwOrld,Fashion & Apparel,1,,0.000524,0.015111
MCT,1,Central Phuket Festival,Other,,,0.0,0.0
MD KKU SERVICE,1,Central Khonkaen,Other,,,0.0,0.0
MDM,1,Central Hatyai,Beauty & Wellness,,,0.0,0.0
ME DESIGN,9,Central Chiangmai; Central Chiangrai; Central Chonburi; Central Hatyai; Central Lampang; Central Nakhon Si; Central Phitsanulok; Central Ubon; Central Udon,Technology & Electronics,0,,0.000316,0.012718
ME PHENOMENON,3,Central Ladprao; Central Udon; centralwOrld,Fashion & Apparel,1,,0.000217,0.005941
ME SO,1,Central Korat,Beauty & Wellness,,,0.0,0.0
ME WAFFLE,2,Central Khonkaen; Central Nakhonsawan,Food & Beverage,,,0.0,0.0
ME-STYLE,1,Central Mahachai,Fashion & Apparel,,,0.0,0.0
ME.oW Smoothie,1,Central Nakhonsawan,Food & Beverage,,,0.0,0.0
MEAT LABO,1,centralwOrld,Food & Beverage,,,0.0,0.0
MEATYGALS,1,Central Rama 9,Robinson Department Store,,,0.0,0.0
MEAW GIFTSHOP,1,Central Lampang,Fashion & Apparel,,,0.0,0.0
MEDEE,1,Central Chiangrai,Fashion & Apparel,,,0.0,0.0
MEDELA,6,Central Chiangmai; Central Ladprao; Central Phuket Floresta; Central Rama 2; Central Rama 9; centralwOrld,Central Department Store,1,,0.000354,0.016706
MEDICUBE,1,centralwOrld,Central Department Store,,,0.0,0.0
MEDIPOL POLYCLINIC (PHYSIOTHERAPY AND MEDICAL),1,centralwOrld,Other,,,0.0,0.0
MEE DEE,1,Central Nakhonpathom,Beauty & Wellness,,,0.0,0.0
MEE-D SHOP,1,Central Korat,Fashion & Apparel,,,0.0,0.0
MEEDEE DIY,1,Central Salaya,Lifestyle & Specialty,,,0.0,0.0
MEEPHUNG,1,Central Chaengwattana,Fashion & Apparel,,,0.0,0.0
MEET ME',1,Central Ladprao,Fashion & Apparel,,,0.0,0.0
MEETING PRINT,1,Central Northville,Services & Education,,,0.0,0.0
MEGA BLOCKS WD,3,Central Phuket Floresta; Central Rama 9; centralwOrld,Central Department Store,1,,0.000188,0.00489
MEGA NAILS SPA,2,Central Eastville; Central Rama 9,Beauty & Wellness,,,0.0,0.0
MEGA PHONE,1,Central Ladprao,Technology & Electronics,,,0.0,0.0
MEI AROMA,1,Central Phuket Festival,Beauty & Wellness,,,0.0,0.0
MELANIE,1,centralwOrld,Central Department Store,,,0.0,0.0
MELINH,1,Central Pattaya,Fashion & Apparel,,,0.0,0.0
MELISSA,3,Central Pinklao; Central Samui; centralwOrld,Fashion & Apparel,1,,8.7e-05,0.00335
MELISSA & DOUG,13,Central Chiangmai; Central Ladprao; Central Pattaya; Central Phuket Floresta; Central Pinklao; Central Rama 2; Central Rama 3; Central Rama 9; Central Samui; Central Udon; Central Westgate; Central Westville; centralwOrld,Central Department Store,1,,0.000502,0.036657
MELISSA CLUBE,1,Central Village Outlet,Fashion & Apparel,,,0.0,0.0
MELLOW,3,Central Pattaya; Central Phuket Floresta; Central Rama 9,Entertainment,1,,0.000167,0.004689
MELLOW PLANET,3,Central Chiangrai; Central Ladprao; centralwOrld,Robinson Department Store,1,,6.7e-05,0.004054
MELLOW STORE,1,Central Chonburi,Fashion & Apparel,,,0.0,0.0
MELROSE,1,Central Ladprao,Services & Education,,,0.0,0.0
MEMBER CUTS,1,Central Rayong,Beauty & Wellness,,,0.0,0.0
MEMO,1,Central Nakhonpathom,Fashion & Apparel,,,0.0,0.0
MEMORIESBRAND,3,Central Chaengwattana; Central Park; centralwOrld,Fashion & Apparel,3,,0.0,0.000563
MEMORIZE BROWNIE,1,Central Chiangmai,Food & Beverage,,,0.0,0.0
MENSHO TONKOTSU,1,Central Park,Food & Beverage,,,0.0,0.0
MERCURY,1,Central Salaya,Technology & Electronics,,,0.0,0.0
MERGE,6,Central Eastville; Central Ladprao; Central Pinklao; Central Rama 9; Central Westgate; centralwOrld,Fashion & Apparel,1,,0.000518,0.015929
MERIDA CLINIC,4,Central Mahachai; Central Nakhonpathom; Central Salaya; Central Westgate,Beauty & Wellness,0,,7.6e-05,0.002956
MERIDA EXCLUSIVE SPA,1,Central Salaya,Beauty & Wellness,,,0.0,0.0
MERII,2,Central Pinklao; centralwOrld,Fashion & Apparel,,,0.0,0.0
MERRELL,1,Central Pinklao,Central Department Store,,,0.0,0.0
MERREZ'CA,3,Central Ubon; Central Udon; Central Westgate,Beauty & Wellness,0,,3.6e-05,0.002132
MERREZCA,4,Central Chiangmai; Central Pattaya; Central Rama 2; centralwOrld,Central Department Store,1,,5.3e-05,0.010142
MERRIES,13,Central Chiangmai; Central Ladprao; Central Nakhonsawan; Central Pattaya; Central Phuket Floresta; Central Pinklao; Central Rama 2; Central Rama 3; Central Samui; Central Udon; Central Westgate; Central Westville; centralwOrld,Central Department Store,1,,0.000474,0.035465
MERRY LAND,1,Central Chanthaburi,Other,,,0.0,0.0
MERY,1,Central Chiangmai,Services & Education,,,0.0,0.0
MERY STUDIO,1,Central Ramindra,Fashion & Apparel,,,0.0,0.0
MES CHERIES,2,Central Pinklao; centralwOrld,Central Department Store,,,0.0,0.0
MESOESTETIC,1,centralwOrld,Central Department Store,,,0.0,0.0
MESPACE SELF STORAGE,1,Central Phuket Floresta,Services & Education,,,0.0,0.0
MESUCA,1,Central Phuket Floresta,Central Department Store,,,0.0,0.0
METICULOUS,5,Central Chiangmai; Central Pinklao; Central Udon; Central Westville; centralwOrld,Fashion & Apparel,1,,6.5e-05,0.012886
METICULOUS X WISHARAWISH,1,centralwOrld,Fashion & Apparel,,,0.0,0.0
METROKANE,1,Central Phuket Floresta,Central Department Store,,,0.0,0.0
MEWELRY DIAMOND AND SERVICES,1,Central Nakhonpathom,Services & Education,,,0.0,0.0
MEX,5,Central Phuket Floresta; Central Pinklao; Central Rama 9; Central Udon; Central Westville,Central Department Store,1,,0.00014,0.011625
MEYER,18,Central Chiangmai; Central Chiangmai Airport; Central Chiangrai; Central Chonburi; Central Korat; Central Ladprao; Central Nakhonsawan; Central Pattaya; Central Phuket Floresta; Central Pinklao; Central Rama 2; Central Rama 3; Central Rama 9; Central Ramindra; Central Udon; Central Westgate; Central Westville; centralwOrld,Robinson Department Store,1,,0.000266,0.047175
MEYER DISNEY,1,Central Phuket Floresta,Central Department Store,,,0.0,0.0
MEZZO,3,Central Korat; Central Ladprao; Central Westgate,Food & Beverage,2,,0.000183,0.004539
MFC ASSET MANAGEMENT PUBLIC COMPANY LIMITED,2,Central Chaengwattana; Central Pinklao,Bank & Financial Services,,,0.0,0.0
MI,1,Central Rama 9,Robinson Department Store,,,0.0,0.0
MI.NA.TA & FRIENDS,3,Central Rama 2; Central Westgate; Central Westville,Lifestyle & Specialty,2,,0.000202,0.005528
MIAMILY,2,Central Ladprao; Central Westville,Central Department Store,,,0.0,0.0
MIANGDONG,1,Central Marina Outlet,Food & Beverage,,,0.0,0.0
MICCO,2,Central Ladprao; centralwOrld,Central Department Store,,,0.0,0.0
MICHAEL ALEXANDER,2,Central Marina Outlet; Central Ramindra,Fashion & Apparel,,,0.0,0.0
MICHAEL KORS,5,Central Ladprao; Central Phuket Floresta; Central Rama 2; Central Udon; Central Village Outlet,Fashion & Apparel,1,,9.5e-05,0.009474
MICHEL ANGELO,2,Central Phuket Floresta; centralwOrld,Central Department Store,,,0.0,0.0
MICHELIN PILLOW,1,Central Si Racha,Lifestyle & Specialty,,,0.0,0.0
MICKEY MOUSE,5,Central Pattaya; Central Phuket Floresta; Central Pinklao; Central Rama 9; Central Udon,Central Department Store,1,,0.000105,0.012334
MICRO,3,Central Pattaya; Central Phuket Floresta; centralwOrld,Central Department Store,1,,0.000141,0.004847
MICROBRIK,2,Central Phuket Floresta; Central Rama 9,Central Department Store,,,0.0,0.0
MICRON WARE,1,Central Rama 9,Robinson Department Store,,,0.0,0.0
MIDDLE CAT,4,Central Chonburi; Central Pattaya; Central Rama 3; Central Si Racha,Food & Beverage,0,,0.00021,0.005621
MIDO,15,Central Ayutthaya; Central Chiangmai; Central Chiangrai; Central Chonburi; Central Ladprao; Central Pattaya; Central Phuket Floresta; Central Pinklao; Central Rama 2; Central Rama 3; Central Rama 9; Central Samui; Central Udon; Central Westgate; centralwOrld,Fashion & Apparel,1,,0.000581,0.039639
MIFFY,3,Central Ladprao; Central Phuket Floresta; centralwOrld,Central Department Store,1,,0.000193,0.005111
MIHIMIHI,6,Central Chanthaburi; Central Chiangmai; Central Ladprao; Central Mahachai; Central Nakhonpathom; Central Pinklao,Food & Beverage,0,,0.000333,0.009845
MIKI GASHAPON,1,Central Rama 3,Other,,,0.0,0.0
MIKI MIKI STORE,5,Central Chaengwattana; Central Rama 2; Central Rayong; Central Salaya; Central Si Racha,Lifestyle & Specialty,0,,4.8e-05,0.004281
MIKIKO,8,Central Chiangmai; Central Chiangmai Airport; Central Chiangrai; Central Pinklao; Central Rama 2; Central Rama 3; Central Udon; Central Westgate,Robinson Department Store,2,,0.00037,0.021174
MIKUCHA,6,Central Lampang; Central Nakhon Si; Central Nakhonpathom; Central Phitsanulok; Central Salaya; Central Westgate,Food & Beverage,0,,3.7e-05,0.004787
MILADA  NAIL SPA,1,Central Hatyai,Beauty & Wellness,,,0.0,0.0
MILALA HANDMADE,4,Central Hatyai; Central Marina Outlet; Central Pattaya; Central Phuket Floresta,Fashion & Apparel,3,,2e-06,0.001483
MILANI,1,centralwOrld,Central Department Store,,,0.0,0.0
MILAROSE,5,Central Ladprao; Central Phuket Floresta; Central Rama 9; Central Udon; centralwOrld,Central Department Store,1,,0.000415,0.012718
MILCH,2,Central Ladprao; centralwOrld,Food & Beverage,,,0.0,0.0
MILIN,1,Central Pinklao,Central Department Store,,,0.0,0.0
MILK KIDS' SALON&NAILS,6,Central Krabi; Central Nakhonpathom; Central Northville; Central Si Racha; Central Westville; centralwOrld,Fashion & Apparel,0,,7e-06,0.004354
